Tenure in Months (groups),Customer ID
Over 4 Yrs,1096-ADRUX
Over 4 Yrs,1098-KFQEC
Over 4 Yrs,1099-BTKWT
Over 4 Yrs,1110-KYLGQ
Over 4 Yrs,1114-CENIM
Over 4 Yrs,1122-YJBCS
Over 4 Yrs,1125-SNVCK
Over 4 Yrs,1131-QQZEB
Over 4 Yrs,1131-SUEKT
Over 4 Yrs,1135-HIORI
Over 4 Yrs,1136-XGEQU
Over 4 Yrs,1139-WUOAH
Over 4 Yrs,1142-IHLOO
Over 4 Yrs,1150-FTQGN
Over 4 Yrs,1150-WFARN
Over 4 Yrs,1162-ECVII
Over 4 Yrs,1163-VIPRI
Over 4 Yrs,1166-PQLGG
Over 4 Yrs,1167-OYZJF
Over 4 Yrs,1169-SAOCL
Over 4 Yrs,1170-SASML
Over 4 Yrs,1172-VIYBP
Over 4 Yrs,1177-XZBJL
Over 4 Yrs,1187-WILMM
Over 4 Yrs,1194-BHJYC
Over 4 Yrs,1206-EHBDD
Over 4 Yrs,1207-BLKSA
Over 4 Yrs,1209-VFFOC
Over 4 Yrs,1215-EXRMO
Over 4 Yrs,1215-FIGMP
Over 4 Yrs,1221-GHZEP
Over 4 Yrs,1227-UDMZR
Over 4 Yrs,1228-FZFRV
Over 4 Yrs,1229-RCALF
Over 4 Yrs,1231-YNDEK
Over 4 Yrs,1240-HCBOH
Over 4 Yrs,1241-EZFMJ
Over 4 Yrs,1241-FPMOF
Over 4 Yrs,1248-DYXUB
Over 4 Yrs,1264-BYWMS
Over 4 Yrs,1264-FUHCX
Over 4 Yrs,1265-BCFEO
Over 4 Yrs,1265-HVPZB
Over 4 Yrs,1265-XTECC
Over 4 Yrs,1265-ZFOSD
Over 4 Yrs,1266-NZYUI
Over 4 Yrs,1282-IHQAC
Over 4 Yrs,1291-CUOCY
Over 4 Yrs,1293-BSEUN
Over 4 Yrs,1297-VQDRP
Over 4 Yrs,1298-PHBTI
Over 4 Yrs,1299-AURJA
Over 4 Yrs,1302-TPUBN
Over 4 Yrs,1303-SRDOK
Over 4 Yrs,1304-SEGFY
Over 4 Yrs,1306-RPWXZ
Over 4 Yrs,1309-XGFSN
Over 4 Yrs,1320-GVNHT
Over 4 Yrs,1320-REHCS
Over 4 Yrs,1323-OOEPC
Over 4 Yrs,1325-USMEC
Over 4 Yrs,1333-PBMXB
Over 4 Yrs,1334-PDUKM
Over 4 Yrs,1335-HQMKX
Over 4 Yrs,1335-MXCSE
Over 4 Yrs,1343-EHPYB
Over 4 Yrs,1346-PJWTK
Over 4 Yrs,1347-KTTTA
Over 4 Yrs,1352-HNSAW
Over 4 Yrs,1357-BIJKI
Over 4 Yrs,1360-JYXKQ
Over 4 Yrs,1360-XFJMR
Over 4 Yrs,1399-OUPJN
Over 4 Yrs,1400-WIVLL
Over 4 Yrs,1403-GYAFU
Over 4 Yrs,1409-PHXTF
Over 4 Yrs,1414-YADCW
Over 4 Yrs,1427-VERSM
Over 4 Yrs,1428-IEDPR
Over 4 Yrs,1442-OKRJE
Over 4 Yrs,1444-VVSGW
Over 4 Yrs,1447-PJGGA
Over 4 Yrs,1448-CYWKC
Over 4 Yrs,1450-SKCVI
Over 4 Yrs,1452-UZOSF
Over 4 Yrs,1455-HFBXA
Over 4 Yrs,1459-QNFQT
Over 4 Yrs,1460-UZPRJ
Over 4 Yrs,1468-DEFNC
Over 4 Yrs,1469-LBJQJ
Over 4 Yrs,1470-PSXNM
Over 4 Yrs,1474-JUWSM
Over 4 Yrs,1480-BKXGA
Over 4 Yrs,1485-YDHMM
Over 4 Yrs,1488-PBLJN
Over 4 Yrs,1492-KGETH
Over 4 Yrs,1492-QGCLU
Over 4 Yrs,1498-NHTLT
Over 4 Yrs,1502-XFCVR
Over 4 Yrs,1525-LNLOJ
Over 4 Yrs,1527-SXDPN
Over 4 Yrs,1530-ZTDOZ
Over 4 Yrs,1534-OULXE
Over 4 Yrs,1543-LLLFT
Over 4 Yrs,1545-JFUML
Over 4 Yrs,1548-FEHVL
Over 4 Yrs,1552-CZCLL
Over 4 Yrs,1555-DJEQW
Over 4 Yrs,1555-HAPSU
Over 4 Yrs,1568-BEKZM
Over 4 Yrs,1568-LJSZU
Over 4 Yrs,1573-LGXBA
Over 4 Yrs,1574-DYCWE
Over 4 Yrs,1576-PFZIW
Over 4 Yrs,1587-FKLZB
Over 4 Yrs,1591-MQJTP
Over 4 Yrs,1591-NFNLQ
Over 4 Yrs,1591-XWLGB
Over 4 Yrs,1599-EAHXY
Over 4 Yrs,1599-MMYRQ
Over 4 Yrs,1619-YWUBB
Over 4 Yrs,1625-JAIIY
Over 4 Yrs,1635-NZATJ
Over 4 Yrs,1642-HMARX
Over 4 Yrs,1656-DRSMG
Over 4 Yrs,1657-DYMBM
Over 4 Yrs,1658-XUHBX
Over 4 Yrs,1676-MQAOA
Over 4 Yrs,1679-JRFBR
Over 4 Yrs,1696-HXOWK
Over 4 Yrs,1697-BCSHV
Over 4 Yrs,1697-LYYYX
Over 4 Yrs,1698-XFZCI
Over 4 Yrs,1699-UOTXU
Over 4 Yrs,1702-CCFNJ
Over 4 Yrs,1705-GUHPV
Over 4 Yrs,1710-RCXUS
Over 4 Yrs,1722-LDZJS
Over 4 Yrs,1725-IQNIY
Over 4 Yrs,1728-CXQBE
Over 4 Yrs,1732-FEKLD
Over 4 Yrs,1741-WTPON
Over 4 Yrs,1752-OZXFY
Over 4 Yrs,1764-VUUMT
Over 4 Yrs,1767-CJKBA
Over 4 Yrs,1775-KWJKQ
Over 4 Yrs,1779-PWPMG
Over 4 Yrs,1784-EZDKJ
Over 4 Yrs,1810-BOHSY
Over 4 Yrs,1813-JLKWR
Over 4 Yrs,1813-JYWTO
Over 4 Yrs,1814-WFGVS
Over 4 Yrs,1820-DJFPH
Over 4 Yrs,1830-GGFNM
Over 4 Yrs,1830-IPXVJ
Over 4 Yrs,1832-PEUTS
Over 4 Yrs,1834-ABKHQ
Over 4 Yrs,1837-YQUCE
Over 4 Yrs,1841-YSJGV
Over 4 Yrs,1842-EZJMK
Over 4 Yrs,1852-QSWCD
Over 4 Yrs,1866-DIOQZ
Over 4 Yrs,1867-TJHTS
Over 4 Yrs,1891-FZYSA
Over 4 Yrs,1891-QRQSA
Over 4 Yrs,1897-OKVMW
Over 4 Yrs,1925-LFCZZ
Over 4 Yrs,1926-QUZNN
Over 4 Yrs,1927-QEWMY
Over 4 Yrs,1930-QPBVZ
Over 4 Yrs,1930-WNXSB
Over 4 Yrs,1935-IMVBB
Over 4 Yrs,1936-CZAKF
Over 4 Yrs,1936-UAFEH
Over 4 Yrs,1937-OTUKY
Over 4 Yrs,1945-XISKS
Over 4 Yrs,1951-IEYXM
Over 4 Yrs,1955-IBMMB
Over 4 Yrs,1960-UOTYM
Over 4 Yrs,1971-DTCZB
Over 4 Yrs,1972-XMUWV
Over 4 Yrs,1984-FCOWB
Over 4 Yrs,1987-AUELQ
Over 4 Yrs,2000-DHJUY
Over 4 Yrs,2000-MPKCA
Over 4 Yrs,2001-EWBQU
Over 4 Yrs,2003-CKLOR
Over 4 Yrs,2007-QVGAW
Over 4 Yrs,2019-HDCZY
Over 4 Yrs,2027-WKXMW
Over 4 Yrs,2040-LDIWQ
Over 4 Yrs,2040-VZIKE
Over 4 Yrs,2040-XBAVJ
Over 4 Yrs,2050-ONYDQ
Over 4 Yrs,2054-PJOCK
Over 4 Yrs,2055-BFOCC
Over 4 Yrs,2055-SIFSS
Over 4 Yrs,2056-EVGZL
Over 4 Yrs,2057-BOYKM
Over 4 Yrs,2067-QYTCF
Over 4 Yrs,2072-ZVJJX
Over 4 Yrs,2075-PUEPR
Over 4 Yrs,2077-DDHJK
Over 4 Yrs,2088-IEBAU
Over 4 Yrs,2091-GPPIQ
Over 4 Yrs,2097-YVPKN
Over 4 Yrs,2101-RANCD
Over 4 Yrs,2121-JAFOM
Over 4 Yrs,2123-VSCOT
Over 4 Yrs,2126-GSEGL
Over 4 Yrs,2137-DQMEV
Over 4 Yrs,2143-LJULT
Over 4 Yrs,2144-BFDSO
Over 4 Yrs,2146-EGVDT
Over 4 Yrs,2160-GPFXD
Over 4 Yrs,2162-FRZAA
Over 4 Yrs,2167-FQSTQ
Over 4 Yrs,2169-RRLFW
Over 4 Yrs,2172-EJXVF
Over 4 Yrs,2176-LVPNX
Over 4 Yrs,2176-OSJUV
Over 4 Yrs,2181-TIDSV
Over 4 Yrs,2190-PHBHR
Over 4 Yrs,2192-CKRLV
Over 4 Yrs,2193-SFWQW
Over 4 Yrs,2194-IIQOF
Over 4 Yrs,2197-OMWGI
Over 4 Yrs,2200-DSAAL
Over 4 Yrs,2205-LPVGL
Over 4 Yrs,2207-RYYRL
Over 4 Yrs,2208-UGTGR
Over 4 Yrs,2211-RMNHO
Over 4 Yrs,2223-GDSHL
Over 4 Yrs,2225-ZRGSG
Over 4 Yrs,2226-ICFDO
Over 4 Yrs,2228-BZDEE
Over 4 Yrs,2234-EOFPT
Over 4 Yrs,2234-XADUH
Over 4 Yrs,2235-EZAIK
Over 4 Yrs,2236-HILPA
Over 4 Yrs,2239-CGBUZ
Over 4 Yrs,2239-JALAW
Over 4 Yrs,2250-IVBWA
Over 4 Yrs,2251-PYLPB
Over 4 Yrs,2252-JHJGE
Over 4 Yrs,2252-NKNSI
Over 4 Yrs,2253-KPMNB
Over 4 Yrs,2256-YLYLP
Over 4 Yrs,2263-SFSQZ
Over 4 Yrs,2266-SJNAT
Over 4 Yrs,2267-FPIMA
Over 4 Yrs,2267-WTPYD
Over 4 Yrs,2272-JKMSI
Over 4 Yrs,2272-WUSPA
Over 4 Yrs,2274-XUATA
Over 4 Yrs,2277-BKJKN
Over 4 Yrs,2277-DJJDL
Over 4 Yrs,2279-AXJJK
Over 4 Yrs,2284-VFLKH
Over 4 Yrs,2293-IJWPS
Over 4 Yrs,2294-DMMUS
Over 4 Yrs,2296-DKZFP
Over 4 Yrs,2302-OUZXB
Over 4 Yrs,2307-FYNNL
Over 4 Yrs,2314-TNDJQ
Over 4 Yrs,2323-ARSVR
Over 4 Yrs,2324-EFHVG
Over 4 Yrs,2325-ZUSFD
Over 4 Yrs,2330-PQGDQ
Over 4 Yrs,2338-BQEZT
Over 4 Yrs,2346-LOCWC
Over 4 Yrs,2360-RDGRO
Over 4 Yrs,2363-BJLSL
Over 4 Yrs,2368-GAKKQ
Over 4 Yrs,2371-KFUOG
Over 4 Yrs,2378-VTKDH
Over 4 Yrs,2378-YIZKA
Over 4 Yrs,2380-DAMQP
Over 4 Yrs,2382-BCKQJ
Over 4 Yrs,2386-OWURY
Over 4 Yrs,2388-LAESQ
Over 4 Yrs,2391-IPLOP
Over 4 Yrs,2400-FEQME
Over 4 Yrs,2400-XIWIO
Over 4 Yrs,2404-JIBFC
Over 4 Yrs,2405-LBMUW
Over 4 Yrs,2408-TZMJL
Over 4 Yrs,2418-TPEUN
Over 4 Yrs,2419-FSORS
Over 4 Yrs,2429-AYKKO
Over 4 Yrs,2430-RRYUW
Over 4 Yrs,2434-EEVDB
Over 4 Yrs,2451-YMUXS
Over 4 Yrs,2452-KDRRH
Over 4 Yrs,2452-MRMZF
Over 4 Yrs,2453-SAFNS
Over 4 Yrs,2469-DTSGX
Over 4 Yrs,2478-EEWWM
Over 4 Yrs,2480-EJWYP
Over 4 Yrs,2481-SBOYW
Over 4 Yrs,2499-AJYUA
Over 4 Yrs,2509-TFPJU
Over 4 Yrs,2511-MORQY
Over 4 Yrs,2519-LBNQL
Over 4 Yrs,2521-NPUZR
Over 4 Yrs,2522-AHJXR
Over 4 Yrs,2525-GVKQU
Over 4 Yrs,2530-ENDWQ
Over 4 Yrs,2530-FMFXO
Over 4 Yrs,2533-QVMSK
Over 4 Yrs,2535-PBCGC
Over 4 Yrs,2545-LXYVJ
Over 4 Yrs,2546-KZAAT
Over 4 Yrs,2550-AEVRU
Over 4 Yrs,2560-PPCHE
Over 4 Yrs,2560-QTSBS
Over 4 Yrs,2560-WBWXF
Over 4 Yrs,2569-WGERO
Over 4 Yrs,2580-ATZSQ
Over 4 Yrs,2581-VKIRT
Over 4 Yrs,2586-CWXVV
Over 4 Yrs,2589-AYCRP
Over 4 Yrs,2599-CIPQE
Over 4 Yrs,2607-DHDAK
Over 4 Yrs,2612-PHGOX
Over 4 Yrs,2615-YVMYX
Over 4 Yrs,2616-FLVQC
Over 4 Yrs,2623-DRYAM
Over 4 Yrs,2625-TRCZQ
Over 4 Yrs,2626-VEEWG
Over 4 Yrs,2632-IVXVF
Over 4 Yrs,2632-TACXW
Over 4 Yrs,2632-UCGVD
Over 4 Yrs,2634-HCZGT
Over 4 Yrs,2636-SJDOU
Over 4 Yrs,2639-UGMAZ
Over 4 Yrs,2649-HWLYB
Over 4 Yrs,2651-ZCBXV
Over 4 Yrs,2659-VXMWZ
Over 4 Yrs,2661-GKBTK
Over 4 Yrs,2662-NNTDK
Over 4 Yrs,2664-XJZNO
Over 4 Yrs,2673-CXQEU
Over 4 Yrs,2674-MLXMN
Over 4 Yrs,2675-DHUTR
Over 4 Yrs,2675-IJRGJ
Over 4 Yrs,2676-SSLTO
Over 4 Yrs,2683-JXWQQ
Over 4 Yrs,2692-AQCPF
Over 4 Yrs,2696-ECXKC
Over 4 Yrs,2696-RZVZW
Over 4 Yrs,2718-YSKCS
Over 4 Yrs,2722-VOJQL
Over 4 Yrs,2725-TTRIQ
Over 4 Yrs,2748-MYRVK
Over 4 Yrs,2753-JMMCV
Over 4 Yrs,2773-OVBPK
Over 4 Yrs,2786-GCDPI
Over 4 Yrs,2789-CZANW
Over 4 Yrs,2790-XUYMV
Over 4 Yrs,2794-XIMMO
Over 4 Yrs,2796-UUZZO
Over 4 Yrs,2798-NYLMZ
Over 4 Yrs,2799-TSLAG
Over 4 Yrs,2804-ETQDK
Over 4 Yrs,2805-EDJPQ
Over 4 Yrs,2806-MLNTI
Over 4 Yrs,2812-REYAT
Over 4 Yrs,2817-LVCPP
Over 4 Yrs,2821-WARNZ
Over 4 Yrs,2824-DXNKN
Over 4 Yrs,2830-LEWOA
Over 4 Yrs,2834-JRTUA
Over 4 Yrs,2834-SPCJV
Over 4 Yrs,2845-KDHVX
Over 4 Yrs,2848-YXSMW
Over 4 Yrs,2858-EIMXH
Over 4 Yrs,2863-IMQDR
Over 4 Yrs,2868-LLSKM
Over 4 Yrs,2878-RMWXY
Over 4 Yrs,2882-WDTBA
Over 4 Yrs,2883-ILGWO
Over 4 Yrs,2885-HIJDH
Over 4 Yrs,2886-KEFUM
Over 4 Yrs,2889-FPWRM
Over 4 Yrs,2890-WFBHU
Over 4 Yrs,2898-MRKPI
Over 4 Yrs,2900-PHPLN
Over 4 Yrs,2904-GGUAZ
Over 4 Yrs,2908-WGAXL
Over 4 Yrs,2924-KHUVI
Over 4 Yrs,2925-VDZHY
Over 4 Yrs,2927-CVULT
Over 4 Yrs,2929-QNSRW
Over 4 Yrs,2931-VUVJN
Over 4 Yrs,2931-XIQBR
Over 4 Yrs,2954-PIBKO
Over 4 Yrs,2957-JIRMN
Over 4 Yrs,2961-VNFKL
Over 4 Yrs,2969-VAPYH
Over 4 Yrs,2972-YDYUW
Over 4 Yrs,2977-CEBSX
Over 4 Yrs,2984-RGEYA
Over 4 Yrs,2984-TBYKU
Over 4 Yrs,2987-BJXIK
Over 4 Yrs,2988-GBIVW
Over 4 Yrs,2988-QRAJY
Over 4 Yrs,2990-IAJSV
Over 4 Yrs,2990-OGYTD
Over 4 Yrs,2996-XAUVF
Over 4 Yrs,3005-NFMTA
Over 4 Yrs,3005-TYFRD
Over 4 Yrs,3009-JWMPU
Over 4 Yrs,3021-VLNRJ
Over 4 Yrs,3022-BEXHZ
Over 4 Yrs,3027-YNWZU
Over 4 Yrs,3050-RLLXC
Over 4 Yrs,3055-OYMSE
Over 4 Yrs,3055-VTCGS
Over 4 Yrs,3062-ICYZQ
Over 4 Yrs,3067-SVMTC
Over 4 Yrs,3070-BDOQC
Over 4 Yrs,3071-MVJCD
Over 4 Yrs,3084-DOWLE
Over 4 Yrs,3086-RUCRN
Over 4 Yrs,3088-FVYWK
Over 4 Yrs,3090-HAWSU
Over 4 Yrs,3092-IGHWF
Over 4 Yrs,3096-WPXBT
Over 4 Yrs,3096-YXENJ
Over 4 Yrs,3104-OWCGK
Over 4 Yrs,3108-PCCGG
Over 4 Yrs,3115-JPJDD
Over 4 Yrs,3118-UHVVQ
Over 4 Yrs,3120-FAZKD
Over 4 Yrs,3126-WQMGH
Over 4 Yrs,3128-YOVTD
Over 4 Yrs,3132-TVFDZ
Over 4 Yrs,3133-PZNSR
Over 4 Yrs,3134-DSHVC
Over 4 Yrs,3143-ILDAL
Over 4 Yrs,3144-KMTWZ
Over 4 Yrs,3146-MSEGF
Over 4 Yrs,3148-AOIQT
Over 4 Yrs,3154-HMWUU
Over 4 Yrs,3160-TYXLT
Over 4 Yrs,3161-ONRWK
Over 4 Yrs,3162-KKZXO
Over 4 Yrs,3162-ZJZFU
Over 4 Yrs,3164-YAXFY
Over 4 Yrs,3166-PNEOF
Over 4 Yrs,3170-GWYKC
Over 4 Yrs,3170-NMYVV
Over 4 Yrs,3173-WSSUE
Over 4 Yrs,3181-VTHOE
Over 4 Yrs,3186-AJIEK
Over 4 Yrs,3190-XFANI
Over 4 Yrs,3192-NQECA
Over 4 Yrs,3194-ORPIK
Over 4 Yrs,3197-NNYNB
Over 4 Yrs,3199-NPKCN
Over 4 Yrs,3200-MNQTF
Over 4 Yrs,3207-OYBWH
Over 4 Yrs,3212-KXOCR
Over 4 Yrs,3214-IYUUQ
Over 4 Yrs,3219-JQRSL
Over 4 Yrs,3224-DFQNQ
Over 4 Yrs,3227-WLKLI
Over 4 Yrs,3230-JCNZS
Over 4 Yrs,3244-CQPHU
Over 4 Yrs,3249-VHRIP
Over 4 Yrs,3251-YMVWZ
Over 4 Yrs,3253-HKOKL
Over 4 Yrs,3256-EZDBI
Over 4 Yrs,3258-SYSWS
Over 4 Yrs,3258-ZKPAI
Over 4 Yrs,3259-FDWOY
Over 4 Yrs,3259-KNMRR
Over 4 Yrs,3259-QMXUN
Over 4 Yrs,3261-CQXOL
Over 4 Yrs,3262-EIDHV
Over 4 Yrs,3274-NSDWE
Over 4 Yrs,3279-DYZQM
Over 4 Yrs,3301-VKTGC
Over 4 Yrs,3308-DGHKL
Over 4 Yrs,3308-JSGML
Over 4 Yrs,3313-QKNKB
Over 4 Yrs,3316-UWXUY
Over 4 Yrs,3324-OIRTO
Over 4 Yrs,3327-YBAKM
Over 4 Yrs,3339-EAQNV
Over 4 Yrs,3349-ANQNH
Over 4 Yrs,3351-NQLDI
Over 4 Yrs,3359-DSRKA
Over 4 Yrs,3363-DTIVD
Over 4 Yrs,3374-TTZTK
Over 4 Yrs,3392-EHMNK
Over 4 Yrs,3396-DKDEL
Over 4 Yrs,3398-GCPMU
Over 4 Yrs,3399-BMLVW
Over 4 Yrs,3400-ESFUW
Over 4 Yrs,3401-URHDA
Over 4 Yrs,3404-JNXAX
Over 4 Yrs,3407-JMJQQ
Over 4 Yrs,3413-DHLPB
Over 4 Yrs,3419-SNJJD
Over 4 Yrs,3424-NMNBO
Over 4 Yrs,3428-MMGUB
Over 4 Yrs,3429-IFLEM
Over 4 Yrs,3442-ZHHCC
Over 4 Yrs,3445-HXXGF
Over 4 Yrs,3452-SRFEG
Over 4 Yrs,3454-JFUBC
Over 4 Yrs,3457-PQBYH
Over 4 Yrs,3470-OBUET
Over 4 Yrs,3474-BAFSJ
Over 4 Yrs,3486-HOOGQ
Over 4 Yrs,3487-EARAT
Over 4 Yrs,3489-VSFRD
Over 4 Yrs,3498-LZGQZ
Over 4 Yrs,3500-NSDOA
Over 4 Yrs,3507-GASNP
Over 4 Yrs,3508-CFVZL
Over 4 Yrs,3508-VLHCZ
Over 4 Yrs,3511-BFTJW
Over 4 Yrs,3512-IZIKN
Over 4 Yrs,3518-FSTWG
Over 4 Yrs,3520-FJGCV
Over 4 Yrs,3528-HFRIQ
Over 4 Yrs,3533-UVMOM
Over 4 Yrs,3537-HPKQT
Over 4 Yrs,3541-ZNUHK
Over 4 Yrs,3544-FBCAS
Over 4 Yrs,3545-CNWRG
Over 4 Yrs,3552-CTCYF
Over 4 Yrs,3563-SVYLG
Over 4 Yrs,3566-CAAYU
Over 4 Yrs,3567-PQTSO
Over 4 Yrs,3569-JFODW
Over 4 Yrs,3569-VLDHH
Over 4 Yrs,3571-DPYUH
Over 4 Yrs,3571-RFHAR
Over 4 Yrs,3580-GICBM
Over 4 Yrs,3580-HYCSP
Over 4 Yrs,3584-WKTTW
Over 4 Yrs,3585-YNADK
Over 4 Yrs,3597-YASZG
Over 4 Yrs,3605-JISKB
Over 4 Yrs,3612-YUNGG
Over 4 Yrs,3612-YVGSJ
Over 4 Yrs,3617-XLSGQ
Over 4 Yrs,3620-EHIMZ
Over 4 Yrs,3621-CHYVB
Over 4 Yrs,3635-QQRQD
Over 4 Yrs,3638-VBZTA
Over 4 Yrs,3638-WEABW
Over 4 Yrs,3642-BYHDO
Over 4 Yrs,3642-GKTCT
Over 4 Yrs,3646-ITDGM
Over 4 Yrs,3649-JPUGY
Over 4 Yrs,3654-ARMGP
Over 4 Yrs,3655-SNQYZ
Over 4 Yrs,3657-COGMW
Over 4 Yrs,3658-QQJYD
Over 4 Yrs,3662-FXJFO
Over 4 Yrs,3669-WHAFY
Over 4 Yrs,3678-MNGZX
Over 4 Yrs,3680-CTHUH
Over 4 Yrs,3685-YLCMQ
Over 4 Yrs,3692-JHONH
Over 4 Yrs,3696-DFHHB
Over 4 Yrs,3696-XRIEN
Over 4 Yrs,3704-IEAXF
Over 4 Yrs,3705-RHRFR
Over 4 Yrs,3712-PKXZA
Over 4 Yrs,3714-NTNFO
Over 4 Yrs,3716-LRGXK
Over 4 Yrs,3719-TDVQB
Over 4 Yrs,3720-DBRWL
Over 4 Yrs,3726-TBHQT
Over 4 Yrs,3727-OVPRY
Over 4 Yrs,3729-OWRVL
Over 4 Yrs,3733-UOCWF
Over 4 Yrs,3740-RLMVT
Over 4 Yrs,3745-HRPHI
Over 4 Yrs,3756-VNWDH
Over 4 Yrs,3758-CKOQL
Over 4 Yrs,3761-FLYZI
Over 4 Yrs,3763-GCZHZ
Over 4 Yrs,3766-EJLFL
Over 4 Yrs,3768-NLUBH
Over 4 Yrs,3768-VHXQO
Over 4 Yrs,3774-VBNXY
Over 4 Yrs,3777-XROBG
Over 4 Yrs,3779-OSWCF
Over 4 Yrs,3785-KTYSH
Over 4 Yrs,3786-WOVKF
Over 4 Yrs,3791-LGQCY
Over 4 Yrs,3795-CAWEX
Over 4 Yrs,3795-GWTRD
Over 4 Yrs,3796-ENZGF
Over 4 Yrs,3804-RVTGV
Over 4 Yrs,3807-BPOMJ
Over 4 Yrs,3810-DVDQQ
Over 4 Yrs,3810-PJUHR
Over 4 Yrs,3813-DHBBB
Over 4 Yrs,3831-YCPUO
Over 4 Yrs,3836-FZSDJ
Over 4 Yrs,3838-OZURD
Over 4 Yrs,3841-NFECX
Over 4 Yrs,3850-OKINF
Over 4 Yrs,3863-QSTYI
Over 4 Yrs,3865-YIOTT
Over 4 Yrs,3865-ZYKAD
Over 4 Yrs,3870-MQAMG
Over 4 Yrs,3870-SPZSI
Over 4 Yrs,3873-WOSBC
Over 4 Yrs,3882-IYOIJ
Over 4 Yrs,3884-UEBXB
Over 4 Yrs,3886-CERTZ
Over 4 Yrs,3889-VWBID
Over 4 Yrs,3892-NXAZG
Over 4 Yrs,3893-JRNFS
Over 4 Yrs,3896-RCYYE
Over 4 Yrs,3902-MIVLE
Over 4 Yrs,3908-MKIMJ
Over 4 Yrs,3910-MRQOY
Over 4 Yrs,3911-RSNHI
Over 4 Yrs,3913-FCUUW
Over 4 Yrs,3913-RDSJZ
Over 4 Yrs,3915-ODIYG
Over 4 Yrs,3923-CSIHK
Over 4 Yrs,3927-NLNRY
Over 4 Yrs,3933-DQPWX
Over 4 Yrs,3938-YFPXD
Over 4 Yrs,3948-KXDUF
Over 4 Yrs,3950-VPYJB
Over 4 Yrs,3957-HHLMR
Over 4 Yrs,3963-RYFNS
Over 4 Yrs,3967-KXAPS
Over 4 Yrs,3967-VQOGC
Over 4 Yrs,3969-JQABI
Over 4 Yrs,3970-XGJDU
Over 4 Yrs,3973-SKMLN
Over 4 Yrs,3976-HXHCE
Over 4 Yrs,3982-DQLUS
Over 4 Yrs,3996-ZNWYK
Over 4 Yrs,3999-WRNGR
Over 4 Yrs,4001-TSBTV
Over 4 Yrs,4006-HKYHO
Over 4 Yrs,4007-NHVHI
Over 4 Yrs,4010-YLMVT
Over 4 Yrs,4012-YCFAI
Over 4 Yrs,4018-PPNDW
Over 4 Yrs,4024-CSNBY
Over 4 Yrs,4039-PIMHX
Over 4 Yrs,4043-MKDTV
Over 4 Yrs,4049-ZPALD
Over 4 Yrs,4056-QHXHZ
Over 4 Yrs,4057-FKCZK
Over 4 Yrs,4062-HBMOS
Over 4 Yrs,4070-OKWVH
Over 4 Yrs,4075-JFPGR
Over 4 Yrs,4077-HWUYD
Over 4 Yrs,4079-WWQQQ
Over 4 Yrs,4086-WITJG
Over 4 Yrs,4088-YLDSU
Over 4 Yrs,4098-NAUKP
Over 4 Yrs,4102-HLENU
Over 4 Yrs,4111-BNXIF
Over 4 Yrs,4114-QMKVN
Over 4 Yrs,4115-UMJFQ
Over 4 Yrs,4119-ZYPZY
Over 4 Yrs,4121-AGSIN
Over 4 Yrs,4129-LYCOI
Over 4 Yrs,4132-POCZS
Over 4 Yrs,4135-FRWKJ
Over 4 Yrs,4137-JOPHL
Over 4 Yrs,4138-NAXED
Over 4 Yrs,4139-DETXS
Over 4 Yrs,4139-JPIAM
Over 4 Yrs,4143-HHPMK
Over 4 Yrs,4159-NAAIX
Over 4 Yrs,4163-HFTUK
Over 4 Yrs,4176-FXYBO
Over 4 Yrs,4176-RELJR
Over 4 Yrs,4178-EGMON
Over 4 Yrs,4184-VODJZ
Over 4 Yrs,4188-FRABG
Over 4 Yrs,4188-PCPIG
Over 4 Yrs,4191-XOVOM
Over 4 Yrs,4193-IBKSW
Over 4 Yrs,4194-FJARJ
Over 4 Yrs,4194-WHFCB
Over 4 Yrs,4195-PNGZS
Over 4 Yrs,4199-QHJNM
Over 4 Yrs,4220-TINQT
Over 4 Yrs,4227-OJHAL
Over 4 Yrs,4231-LZUYM
Over 4 Yrs,4238-HFHSN
Over 4 Yrs,4250-WAROZ
Over 4 Yrs,4250-ZBWLV
Over 4 Yrs,4254-QPEDE
Over 4 Yrs,4274-DRSQT
Over 4 Yrs,4277-BWBML
Over 4 Yrs,4282-MSACW
Over 4 Yrs,4291-TPNFG
Over 4 Yrs,4293-ETKAP
Over 4 Yrs,4295-YURET
Over 4 Yrs,4299-OPXEJ
Over 4 Yrs,4302-ZYFEL
Over 4 Yrs,4304-TSPVK
Over 4 Yrs,4304-XUMGI
Over 4 Yrs,4307-KTUMW
Over 4 Yrs,4312-GVYNH
Over 4 Yrs,4312-KFRXN
Over 4 Yrs,4322-RCYMT
Over 4 Yrs,4323-OHFOW
Over 4 Yrs,4334-HOWRP
Over 4 Yrs,4335-BSMJS
Over 4 Yrs,4350-ZTLPI
Over 4 Yrs,4355-CVPVS
Over 4 Yrs,4355-HBJHH
Over 4 Yrs,4366-CTOUZ
Over 4 Yrs,4369-NYSCF
Over 4 Yrs,4376-KFVRS
Over 4 Yrs,4378-MYPGO
Over 4 Yrs,4389-UEFCZ
Over 4 Yrs,4393-GEADV
Over 4 Yrs,4402-FTBXC
Over 4 Yrs,4419-UJMUS
Over 4 Yrs,4423-JWZJN
Over 4 Yrs,4443-EMBNA
Over 4 Yrs,4446-BZKHU
